Year,Month,TotalRainfall,MostRainfallInDay,RainDays
0.0,0.0,1.0402725662097243,-0.5939938349325876,0.7142857142857143
0.0,0.09090909090909091,-0.08680705736067558,-0.704740734395345,0.5357142857142857
0.0,0.1818181818181818,-0.15749497800272175,-0.5173229045352941,0.3928571428571428
0.0,0.2727272727272727,-0.25567264556111896,0.09604453864305428,0.5357142857142857
0.0,0.36363636363636365,-0.018082690069797534,0.27494337623673903,0.5
0.0,0.4545454545454545,-0.6169664621760206,0.7520069431532322,0.3214285714285714
0.0,0.5454545454545454,0.20772594531451605,-0.08285429895063076,0.4642857142857143
0.0,0.6363636363636364,0.3491017865986081,0.5390321364940835,0.6071428571428571
0.0,0.7272727272727273,0.8007190573672353,0.9905387266114789,0.6071428571428571
0.0,0.8181818181818182,-0.7661965168647843,-0.37250003600707304,0.3571428571428571
0.0,0.9090909090909091,0.4688785410198526,0.36013329890039847,0.4285714285714286
0.0,0.9999999999999999,0.09383985094677534,0.3516143066340327,0.5714285714285714
0.020408163265308588,0.0,-0.9193536782558841,-0.38953802053980485,0.3928571428571428
0.020408163265308588,0.09090909090909091,0.2823409726588979,0.019373608245760555,0.3214285714285714
0.020408163265308588,0.1818181818181818,2.5698806267695526,0.9394247730132831,0.8214285714285714
0.020408163265308588,0.2727272727272727,0.629889915815624,0.8286778735505257,0.6428571428571428
0.020408163265308588,0.36363636363636365,-0.5443149881828067,-1.0114244559845191,0.6071428571428571
0.020408163265308588,0.4545454545454545,-0.6955085962227383,-0.9262345333208597,0.4642857142857143
0.020408163265308588,0.5454545454545454,-0.09858837746768341,-0.21915817521248607,0.4285714285714286
0.020408163265308588,0.6363636363636364,0.4453159008058372,1.799842991916244,0.7142857142857143
0.020408163265308588,0.7272727272727273,-0.8270666707509906,-0.9091965487881277,0.5
0.020408163265308588,0.8181818181818182,1.2071746010589994,3.1117678009366,0.6785714285714286
0.020408163265308588,0.9090909090909091,2.4599216391041483,1.3398174095324829,0.7857142857142857
0.020408163265308588,0.9999999999999999,0.6141814890062806,1.4931592703270697,0.5357142857142857
0.04081632653061007,0.0,-0.8977545913930366,-0.5854748426662217,0.5357142857142857
0.04081632653061007,0.09090909090909091,1.6646825318811307,2.285425551099103,0.6071428571428571
0.04081632653061007,0.1818181818181818,2.9900810439194934,0.7860829122186959,0.6428571428571428
0.04081632653061007,0.2727272727272727,0.025115483655897296,-0.24471515201158367,0.6428571428571428
0.04081632653061007,0.36363636363636365,0.492441181233868,-0.20212019067975392,0.6785714285714286
0.04081632653061007,0.4545454545454545,0.16060066488648528,-0.11693026801609444,0.5
0.04081632653061007,0.5454545454545454,-0.19872959837724846,0.23234841490490926,0.5
0.04081632653061007,0.6363636363636364,1.0402725662097243,3.767730205446778,0.5
0.04081632653061007,0.7272727272727273,-0.11822391097936286,0.615703066891377,0.5357142857142857
0.04081632653061007,0.8181818181818182,-0.027900456825637254,-0.542879881334392,0.6071428571428571
0.04081632653061007,0.9090909090909091,-0.1516043179492177,0.13012050770851794,0.4642857142857143
0.04081632653061007,0.9999999999999999,1.3838944026641145,1.6039061697898267,0.6071428571428571
0.06122448979591866,0.0,1.1777213007914804,0.9820197343451128,0.6071428571428571
0.06122448979591866,0.09090909090909091,-1.4868205967434198,-1.4629310461019143,0.14285714285714285
0.06122448979591866,0.1818181818181818,1.0010014991863654,0.05344957731122453,0.5357142857142857
0.06122448979591866,0.2727272727272727,0.3294662530869287,0.6923739972886707,0.6071428571428571
0.06122448979591866,0.36363636363636365,0.37070087346145536,0.47088019836315587,0.6071428571428571
0.06122448979591866,0.4545454545454545,0.9263864718419839,0.624222059157743,0.6428571428571428
0.06122448979591866,0.5454545454545454,0.32750269973576057,-0.14248724481519234,0.5357142857142857
0.06122448979591866,0.6363636363636364,-0.05146309703965264,0.07900655411032213,0.5357142857142857
0.06122448979591866,0.7272727272727273,0.24503345898670684,2.75397012574923,0.6071428571428571
0.06122448979591866,0.8181818181818182,-0.9075723581488764,-0.7473356957271748,0.3571428571428571
0.06122448979591866,0.9090909090909091,2.4599216391041483,4.2959077259614675,0.7142857142857143
